@relation bearing_data1

@attribute sensor_0 numeric
@attribute sensor_1 numeric
@attribute sensor_2 numeric
@attribute sensor_3 numeric
@attribute sensor_4 numeric
@attribute sensor_5 numeric
@attribute sensor_6 numeric
@attribute sensor_7 numeric

@data
-0.117278,-0.116411,-0.117346,-0.117084,-0.113982,-0.114438,-0.114834,-0.115745
-0.117744,-0.116904,-0.117337,-0.116971,-0.114012,-0.115372,-0.114358,-0.114018
-0.117766,-0.117044,-0.117127,-0.117031,-0.11397,-0.11449,-0.113889,-0.114126
-0.116534,-0.117254,-0.11701,-0.117319,-0.114224,-0.114284,-0.114331,-0.113571
-0.117724,-0.11769,-0.117695,-0.117204,-0.114602,-0.113998,-0.114433,-0.121466
-0.118385,-0.117564,-0.117055,-0.116447,-0.114141,-0.113808,-0.114206,-0.113313
-0.117744,-0.116641,-0.117383,-0.11712,-0.11439,-0.114566,-0.11465,-0.113475
-0.117552,-0.117534,-0.117316,-0.117706,-0.113949,-0.114563,-0.114439,-0.114608
-0.117977,-0.117526,-0.117269,-0.117123,-0.114104,-0.114647,-0.114025,-0.113427
-0.117317,-0.116467,-0.116588,-0.116901,-0.113549,-0.113825,-0.113885,-0.113622
-0.117481,-0.116851,-0.11647,-0.116482,-0.11386,-0.114253,-0.113468,-0.114002
-0.118447,-0.11843,-0.117529,-0.117138,-0.114379,-0.114818,-0.114223,-0.114504
-0.117417,-0.116654,-0.117465,-0.117348,-0.114488,-0.113704,-0.114128,-0.114153
-0.116839,-0.116224,-0.116636,-0.11621,-0.113012,-0.114677,-0.114223,-0.114332
-0.117649,-0.118467,-0.117226,-0.117101,-0.114042,-0.113788,-0.114222,-0.112897
-0.117916,-0.116439,-0.118059,-0.116942,-0.114855,-0.113632,-0.114317,-0.114777
-0.117439,-0.117555,-0.1175,-0.117769,-0.114839,-0.114255,-0.114032,-0.112803
-0.118086,-0.117341,-0.117775,-0.117471,-0.114091,-0.114363,-0.114488,-0.11436
-0.116715,-0.117323,-0.117564,-0.116367,-0.11428,-0.114362,-0.114227,-0.111724
-0.11861,-0.117492,-0.117812,-0.116925,-0.114447,-0.114133,-0.113794,-0.128704
-0.116551,-0.117282,-0.116568,-0.11669,-0.114312,-0.113749,-0.11439,-0.107373
-0.116852,-0.116494,-0.117192,-0.116531,-0.114499,-0.11481,-0.114291,-0.172457
-0.116156,-0.117139,-0.116855,-0.116946,-0.11386,-0.11373,-0.113903,-0.114522
-0.117611,-0.117127,-0.117059,-0.116763,-0.113609,-0.113643,-0.113837,-0.113136
-0.117762,-0.116829,-0.117255,-0.116756,-0.114843,-0.114885,-0.114651,-0.115421
-0.11705,-0.116541,-0.1167,-0.116861,-0.113674,-0.113696,-0.113909,-0.112964
-0.116582,-0.117243,-0.116796,-0.11785,-0.114542,-0.114739,-0.114317,-0.113402
-0.117651,-0.117272,-0.116944,-0.117301,-0.113034,-0.114243,-0.113987,-0.113811
-0.115634,-0.115963,-0.1164,-0.115906,-0.113566,-0.113496,-0.113404,-0.112937
-0.118064,-0.117356,-0.117641,-0.117049,-0.11373,-0.114412,-0.114249,-0.114122
-0.119563,-0.118527,-0.119231,-0.119107,-0.116556,-0.116695,-0.116355,-0.116759
-0.118906,-0.118354,-0.117999,-0.118916,-0.115415,-0.115855,-0.116343,-0.116639
-0.118144,-0.118568,-0.118143,-0.117881,-0.11534,-0.114844,-0.115528,-0.115523
-0.118004,-0.117562,-0.118514,-0.117669,-0.11537,-0.114735,-0.115583,-0.116227
-0.117718,-0.117695,-0.118173,-0.117968,-0.114858,-0.114421,-0.114993,-0.113988
-0.117685,-0.118117,-0.117872,-0.11798,-0.11371,-0.114908,-0.11456,-0.114756
-0.117864,-0.116886,-0.117042,-0.117254,-0.114889,-0.113742,-0.114863,-0.114668
-0.118476,-0.117699,-0.118046,-0.118327,-0.11536,-0.11491,-0.115353,-0.11524
-0.117974,-0.116762,-0.117431,-0.11699,-0.114171,-0.114553,-0.114741,-0.114556
-0.117551,-0.117255,-0.117583,-0.117599,-0.114211,-0.115275,-0.114566,-0.113618
-0.118533,-0.118357,-0.118577,-0.118327,-0.116156,-0.116192,-0.11492,-0.114859
-0.117038,-0.117597,-0.117576,-0.117227,-0.114638,-0.115495,-0.114522,-0.112617
-0.116828,-0.117313,-0.11708,-0.116277,-0.112926,-0.11375,-0.115015,-0.115277
-0.118796,-0.118581,-0.11845,-0.118888,-0.115053,-0.11494,-0.115629,-0.114875
-0.118821,-0.116903,-0.116983,-0.116733,-0.1137,-0.113579,-0.114607,-0.113382
-0.116405,-0.116955,-0.116247,-0.115735,-0.114126,-0.11458,-0.114449,-0.114352
-0.117812,-0.117524,-0.11763,-0.117222,-0.114882,-0.114801,-0.115046,-0.115354
-0.11736,-0.117639,-0.11725,-0.116982,-0.114124,-0.114232,-0.113567,-0.113116
-0.118046,-0.117384,-0.117204,-0.11725,-0.113943,-0.113537,-0.113985,-0.113699
-0.117321,-0.117292,-0.117358,-0.118135,-0.114718,-0.115785,-0.114939,-0.114637
-0.121301,-0.120326,-0.119539,-0.119549,-0.11389,-0.114345,-0.114192,-0.113695
-0.117094,-0.116677,-0.117035,-0.116225,-0.113531,-0.113673,-0.113905,-0.121628
-0.118011,-0.117861,-0.117381,-0.117819,-0.115553,-0.115847,-0.114886,-0.114359
-0.116768,-0.11709,-0.118054,-0.116969,-0.114371,-0.114083,-0.114076,-0.041233
-0.114743,-0.114908,-0.115578,-0.116185,-0.114149,-0.11427,-0.114504,-0.113999
-0.117942,-0.117336,-0.117679,-0.117687,-0.115402,-0.11521,-0.115127,-0.115211
-0.117045,-0.116647,-0.116831,-0.11705,-0.113834,-0.115077,-0.113604,-0.179346
-0.11731,-0.116827,-0.11752,-0.117043,-0.114753,-0.114746,-0.114011,-0.114453
-0.118379,-0.117696,-0.118268,-0.118111,-0.11485,-0.114722,-0.114742,-0.1462
-0.118079,-0.116814,-0.116933,-0.116915,-0.114655,-0.114813,-0.113922,-0.118452
-0.117134,-0.116834,-0.117194,-0.117008,-0.114691,-0.114139,-0.113933,-0.117996
-0.118071,-0.11804,-0.117544,-0.117544,-0.11549,-0.115837,-0.11526,-0.073326
-0.117768,-0.116906,-0.117191,-0.11715,-0.114294,-0.113973,-0.115054,-0.108246
-0.116248,-0.116383,-0.117183,-0.116732,-0.113785,-0.115062,-0.114539,-0.114953
-0.118229,-0.117932,-0.117692,-0.118109,-0.115991,-0.115809,-0.114986,-0.115199
-0.117913,-0.117487,-0.117507,-0.116547,-0.115325,-0.115515,-0.114633,-0.114444
-0.116324,-0.117572,-0.116549,-0.116248,-0.113984,-0.114162,-0.11437,-0.10577
-0.117412,-0.117022,-0.118068,-0.11815,-0.114578,-0.11445,-0.114198,-0.114253
-0.117626,-0.116296,-0.117909,-0.117806,-0.115646,-0.11579,-0.114871,-0.114538
-0.118029,-0.11809,-0.117212,-0.117233,-0.114508,-0.114446,-0.114279,-0.114629
-0.116728,-0.116491,-0.116793,-0.11727,-0.11471,-0.114144,-0.114399,-0.114564
-0.118093,-0.118047,-0.117789,-0.117798,-0.114141,-0.115619,-0.115331,-0.114881
-0.11691,-0.117829,-0.117887,-0.117191,-0.114664,-0.115536,-0.114131,-0.114533
-0.117181,-0.116437,-0.117478,-0.117296,-0.113896,-0.113225,-0.114762,-0.113449
-0.118868,-0.118157,-0.117956,-0.117684,-0.115769,-0.116094,-0.115475,-0.115255
-0.116782,-0.117105,-0.116759,-0.117,-0.113609,-0.113985,-0.114041,-0.113921
-0.116172,-0.116324,-0.116813,-0.11635,-0.114427,-0.113762,-0.113903,-0.114
-0.11805,-0.117206,-0.117373,-0.117746,-0.115901,-0.11457,-0.115308,-0.115041
-0.118011,-0.116221,-0.117108,-0.117078,-0.114696,-0.114856,-0.114162,-0.114265
-0.117707,-0.116662,-0.117715,-0.117423,-0.11403,-0.113732,-0.113805,-0.113625
-0.118892,-0.117541,-0.118313,-0.118482,-0.114533,-0.114349,-0.11512,-0.115037
-0.116916,-0.117748,-0.116908,-0.116369,-0.114448,-0.114198,-0.114436,-0.114107
-0.116701,-0.117757,-0.116581,-0.116664,-0.114364,-0.114773,-0.114331,-0.114251
-0.118358,-0.117601,-0.118739,-0.118542,-0.115807,-0.114751,-0.115651,-0.114966
-0.118007,-0.116619,-0.117169,-0.116999,-0.114762,-0.114096,-0.114374,-0.114218
-0.117917,-0.117033,-0.116774,-0.117686,-0.114132,-0.114291,-0.113952,-0.113717
-0.118099,-0.117558,-0.118745,-0.118807,-0.115246,-0.116012,-0.115273,-0.115105
-0.117162,-0.116245,-0.117399,-0.117897,-0.113944,-0.114398,-0.11429,-0.114539
-0.117248,-0.116651,-0.117184,-0.117018,-0.114531,-0.115203,-0.114475,-0.108104
-0.116959,-0.118507,-0.116913,-0.117415,-0.11507,-0.114296,-0.115275,-0.091927
-0.117082,-0.11615,-0.116776,-0.116893,-0.113264,-0.114809,-0.1143,-0.091894
-0.116238,-0.117416,-0.117395,-0.117303,-0.113507,-0.114501,-0.113846,-0.105912
-0.117907,-0.117994,-0.117273,-0.117629,-0.115018,-0.114582,-0.114942,-0.114385
-0.118354,-0.11778,-0.116133,-0.117034,-0.114975,-0.114088,-0.114406,-0.220877
-0.117941,-0.116928,-0.116381,-0.117224,-0.1144,-0.114716,-0.114083,-0.110309
-0.117975,-0.117542,-0.117854,-0.118332,-0.114971,-0.115335,-0.114663,-0.116771
-0.116064,-0.116247,-0.116465,-0.117354,-0.113425,-0.113853,-0.114442,-0.10755
-0.117631,-0.118251,-0.116853,-0.116329,-0.114285,-0.114693,-0.113399,-0.158449
-0.117591,-0.117428,-0.117583,-0.117892,-0.115005,-0.115215,-0.114714,-0.088751
-0.117291,-0.117838,-0.116808,-0.117001,-0.114232,-0.113218,-0.114064,-0.105467
-0.117273,-0.117619,-0.116433,-0.116831,-0.113901,-0.114814,-0.114207,-0.106212
-0.118085,-0.11709,-0.118194,-0.117316,-0.115391,-0.114304,-0.114544,-0.11796
-0.117187,-0.117615,-0.116917,-0.117384,-0.114301,-0.113136,-0.114174,-0.103094
-0.116543,-0.116354,-0.116581,-0.116842,-0.113892,-0.113885,-0.11428,-0.113822
-0.116164,-0.116899,-0.116819,-0.116549,-0.114773,-0.112492,-0.113501,-0.122649
-0.118062,-0.118139,-0.117027,-0.117001,-0.113723,-0.113761,-0.11425,-0.108229
-0.116463,-0.116621,-0.117122,-0.116662,-0.113987,-0.114473,-0.114181,-0.098434
-0.11824,-0.119016,-0.11814,-0.117904,-0.115342,-0.115304,-0.114887,-0.111996
-0.117128,-0.117507,-0.116304,-0.116548,-0.114086,-0.114636,-0.114537,-0.111792
-0.116835,-0.117121,-0.116627,-0.116754,-0.114837,-0.115187,-0.114281,-0.10953
-0.117711,-0.118206,-0.118254,-0.117848,-0.115278,-0.114705,-0.114665,-0.113734
-0.116581,-0.115325,-0.116905,-0.116781,-0.11459,-0.114088,-0.114317,-0.102771
-0.116231,-0.116551,-0.11625,-0.116504,-0.113603,-0.114804,-0.113781,-0.110751
-0.118125,-0.118128,-0.117484,-0.117721,-0.115402,-0.115092,-0.115406,-0.106474
-0.116373,-0.116788,-0.116696,-0.116097,-0.114507,-0.113864,-0.113852,-0.058019
-0.116616,-0.116835,-0.115699,-0.116551,-0.112777,-0.113474,-0.113423,-0.104796
-0.117848,-0.117451,-0.118091,-0.117459,-0.114938,-0.11425,-0.11559,-0.124452
-0.118266,-0.117536,-0.11695,-0.116249,-0.112896,-0.113591,-0.113611,-0.10007
-0.116524,-0.11636,-0.117549,-0.117013,-0.114715,-0.113676,-0.113828,-0.101858
-0.117869,-0.117813,-0.118122,-0.118088,-0.114136,-0.114551,-0.114537,-0.111024
-0.117532,-0.11643,-0.116702,-0.116776,-0.11327,-0.113935,-0.114015,-0.100696
-0.116406,-0.115299,-0.116876,-0.117046,-0.114916,-0.113748,-0.113869,-0.112263
-0.117386,-0.117655,-0.117664,-0.118417,-0.114534,-0.114714,-0.115694,-0.107233
-0.117742,-0.116756,-0.116862,-0.116695,-0.114114,-0.113764,-0.114378,-0.137903
-0.117592,-0.117592,-0.117591,-0.116298,-0.114248,-0.113308,-0.113983,-0.113194
-0.118089,-0.118,-0.117809,-0.117604,-0.115023,-0.115639,-0.115563,-0.090841
-0.116463,-0.116733,-0.117629,-0.116724,-0.113996,-0.114248,-0.113819,-0.10923
-0.11746,-0.116781,-0.117152,-0.117569,-0.1141,-0.115065,-0.114026,-0.124643
-0.117708,-0.118284,-0.117947,-0.11739,-0.114647,-0.11422,-0.115095,-0.114729
-0.116681,-0.116728,-0.117129,-0.117336,-0.113944,-0.114722,-0.114459,-0.109271
-0.117386,-0.117619,-0.117322,-0.116738,-0.115002,-0.115026,-0.114018,-0.113709
-0.117555,-0.117362,-0.118297,-0.117758,-0.114225,-0.115395,-0.115156,-0.113067
-0.117933,-0.117905,-0.117186,-0.116967,-0.114163,-0.112891,-0.114151,-0.09938
-0.117387,-0.117097,-0.116831,-0.116783,-0.114267,-0.114677,-0.114101,-0.115119
-0.118036,-0.116909,-0.118272,-0.118141,-0.115824,-0.115291,-0.115075,-0.104275
-0.116937,-0.116436,-0.117083,-0.116786,-0.113607,-0.114537,-0.113827,-0.115453
-0.116897,-0.116692,-0.117859,-0.116644,-0.113602,-0.113744,-0.113748,-0.112517
-0.117938,-0.117587,-0.117567,-0.117716,-0.114834,-0.11558,-0.115089,-0.111649
-0.116761,-0.11654,-0.116685,-0.116408,-0.113536,-0.113743,-0.113731,-0.113472
-0.116937,-0.115997,-0.116618,-0.116326,-0.113668,-0.113254,-0.113548,-0.112307
-0.119025,-0.11887,-0.118102,-0.117956,-0.114583,-0.114861,-0.115129,-0.115767
-0.118286,-0.117104,-0.116556,-0.116662,-0.113726,-0.114362,-0.114391,-0.114766
-0.116632,-0.116534,-0.117148,-0.117222,-0.114581,-0.114371,-0.113913,-0.112738
-0.118132,-0.118024,-0.11803,-0.117582,-0.114488,-0.114456,-0.115571,-0.114967
-0.116535,-0.116917,-0.116537,-0.116626,-0.113577,-0.113897,-0.11387,-0.11178
-0.116868,-0.117416,-0.116639,-0.116377,-0.113174,-0.113157,-0.113967,-0.11373
-0.118719,-0.118223,-0.117551,-0.117476,-0.114925,-0.114553,-0.114614,-0.107256
-0.117438,-0.117282,-0.116717,-0.116422,-0.113832,-0.114573,-0.113871,-0.110505
-0.11746,-0.117714,-0.116924,-0.116661,-0.113806,-0.113808,-0.114274,-0.11061
-0.118072,-0.118607,-0.117943,-0.117491,-0.114811,-0.114535,-0.115345,-0.072631
-0.116676,-0.116553,-0.116556,-0.117303,-0.113589,-0.113332,-0.113435,-0.110948
-0.117098,-0.116126,-0.116392,-0.116873,-0.114613,-0.115473,-0.114229,-0.097748
-0.118278,-0.118572,-0.118705,-0.118633,-0.11542,-0.11551,-0.115206,-0.11557
-0.117148,-0.116882,-0.117329,-0.11725,-0.113385,-0.114837,-0.114211,-0.112322
-0.117255,-0.117137,-0.117448,-0.117944,-0.11418,-0.112727,-0.114596,-0.113404
-0.117726,-0.11837,-0.118191,-0.118133,-0.115711,-0.115853,-0.114992,-0.11047
-0.116998,-0.11753,-0.116972,-0.11742,-0.113713,-0.113871,-0.114127,-0.115302
-0.116505,-0.117974,-0.116424,-0.116643,-0.113381,-0.113948,-0.114501,-0.060305
-0.118702,-0.118439,-0.118279,-0.117989,-0.115478,-0.115556,-0.11478,-0.109999
-0.117225,-0.116807,-0.116371,-0.11666,-0.113608,-0.113346,-0.113816,-0.11975
-0.11747,-0.116116,-0.11705,-0.116661,-0.11386,-0.114881,-0.114221,-0.126085
-0.117997,-0.11699,-0.11832,-0.117963,-0.115154,-0.11502,-0.115024,-0.110777
-0.117831,-0.117884,-0.117004,-0.117591,-0.11438,-0.115099,-0.114092,-0.114529
-0.117496,-0.116883,-0.116646,-0.116045,-0.113708,-0.113674,-0.113385,-0.113559
-0.118501,-0.117647,-0.117792,-0.117617,-0.114653,-0.115137,-0.114584,-0.114532
-0.116805,-0.117523,-0.117217,-0.117311,-0.114258,-0.114258,-0.114059,-0.112985
-0.115863,-0.116195,-0.117068,-0.116863,-0.112754,-0.114026,-0.114221,-0.102443
-0.117424,-0.1175,-0.117436,-0.117591,-0.115597,-0.114378,-0.115452,-0.115901
-0.116848,-0.116465,-0.116947,-0.116681,-0.11359,-0.113573,-0.113848,-0.105672
-0.117614,-0.116871,-0.117014,-0.116669,-0.114265,-0.115077,-0.114076,-0.145456
-0.119229,-0.117827,-0.118323,-0.117407,-0.115392,-0.11468,-0.114676,-0.131724
-0.117547,-0.116903,-0.116724,-0.117011,-0.113627,-0.11444,-0.114331,-0.106487
-0.116546,-0.115804,-0.11695,-0.116179,-0.113881,-0.113839,-0.114562,-0.119781
-0.118125,-0.118018,-0.118212,-0.118041,-0.115091,-0.114452,-0.115338,-0.11533
-0.116838,-0.116757,-0.117368,-0.116979,-0.114762,-0.115222,-0.114217,-0.114719
-0.117342,-0.116767,-0.117564,-0.117006,-0.11426,-0.114287,-0.114733,-0.110961
-0.118392,-0.117109,-0.117795,-0.117969,-0.114928,-0.114448,-0.115216,-0.113316
-0.117257,-0.117384,-0.116897,-0.11677,-0.114547,-0.114333,-0.114079,-0.125763
-0.11677,-0.116595,-0.116039,-0.116591,-0.114543,-0.114064,-0.114229,-0.121006
-0.118135,-0.118555,-0.117625,-0.11789,-0.115005,-0.11514,-0.115155,-0.114285
-0.116946,-0.117183,-0.117452,-0.115955,-0.11373,-0.114021,-0.113932,-0.119012
-0.117575,-0.117389,-0.117834,-0.117022,-0.11317,-0.113758,-0.114332,-0.112398
-0.118825,-0.118726,-0.117696,-0.117717,-0.114115,-0.115146,-0.115491,-0.115993
-0.117479,-0.116941,-0.117711,-0.116989,-0.114529,-0.114504,-0.114476,-0.114412
-0.116937,-0.116432,-0.117232,-0.116541,-0.114592,-0.114813,-0.113771,-0.113929
-0.118093,-0.118606,-0.117939,-0.117415,-0.114229,-0.114539,-0.115459,-0.106368
-0.116221,-0.116484,-0.116492,-0.116709,-0.114243,-0.113806,-0.113995,-0.123974
-0.118137,-0.117495,-0.116994,-0.116566,-0.113736,-0.113735,-0.113693,-0.117048
-0.1177,-0.116878,-0.116965,-0.117454,-0.114424,-0.116268,-0.114714,-0.112395
-0.117185,-0.116482,-0.1166,-0.116085,-0.113711,-0.114422,-0.113829,-0.110916
-0.116512,-0.117447,-0.117345,-0.116487,-0.113896,-0.114695,-0.114693,-0.11437
-0.118245,-0.1183,-0.117739,-0.117676,-0.11419,-0.114151,-0.115099,-0.115146
-0.11708,-0.116592,-0.116387,-0.116164,-0.114487,-0.113621,-0.113998,-0.112249
-0.116853,-0.117503,-0.117101,-0.116144,-0.114182,-0.113451,-0.114406,-0.08581
-0.118033,-0.117004,-0.117756,-0.117752,-0.114635,-0.115471,-0.114958,-0.113038
-0.122302,-0.122835,-0.123004,-0.122622,-0.119351,-0.119819,-0.119563,-0.120469
-0.117189,-0.117707,-0.117097,-0.116815,-0.113151,-0.11394,-0.114366,-0.110428
-0.118768,-0.118102,-0.117487,-0.118197,-0.114721,-0.11444,-0.115119,-0.116909
-0.117464,-0.117459,-0.116421,-0.116805,-0.114202,-0.114991,-0.114231,-0.115165
-0.117043,-0.116696,-0.116782,-0.117155,-0.114602,-0.114193,-0.11381,-0.10861
-0.118126,-0.117642,-0.117898,-0.117636,-0.114722,-0.115189,-0.11513,-0.124976
-0.117263,-0.116792,-0.11761,-0.117105,-0.11391,-0.114405,-0.114072,-0.109697
-0.11669,-0.117128,-0.116527,-0.11663,-0.114321,-0.114167,-0.113861,-0.108379
-0.118046,-0.119433,-0.118344,-0.118304,-0.114677,-0.114662,-0.114752,-0.118975
-0.116804,-0.117003,-0.116711,-0.11635,-0.113753,-0.113826,-0.114065,-0.107267
-0.117802,-0.116725,-0.116605,-0.116461,-0.114066,-0.114232,-0.114217,-0.114825
-0.118883,-0.11842,-0.118058,-0.117903,-0.115176,-0.115198,-0.114804,-0.11497
-0.116163,-0.115837,-0.117362,-0.116659,-0.114,-0.113216,-0.113309,-0.113109
-0.117313,-0.116658,-0.116203,-0.116801,-0.114061,-0.114805,-0.113771,-0.114048
-0.118549,-0.117822,-0.117766,-0.117401,-0.114647,-0.115651,-0.115182,-0.115842
-0.116892,-0.116862,-0.117112,-0.116752,-0.114662,-0.114074,-0.11414,-0.109043
-0.117703,-0.11789,-0.117124,-0.117096,-0.113511,-0.113341,-0.114022,-0.113729
-0.117461,-0.117143,-0.117518,-0.117505,-0.115123,-0.115633,-0.115055,-0.116745
-0.11738,-0.117296,-0.117284,-0.117309,-0.114082,-0.113796,-0.113986,-0.114222
-0.116412,-0.116637,-0.11594,-0.116655,-0.114206,-0.114045,-0.113867,-0.113496
-0.118818,-0.117661,-0.117602,-0.117468,-0.114253,-0.114739,-0.114883,-0.114992
-0.116534,-0.116905,-0.117544,-0.116928,-0.113575,-0.114165,-0.113344,-0.113079
-0.117076,-0.116477,-0.117183,-0.1175,-0.114103,-0.114041,-0.113801,-0.114512
-0.118648,-0.118711,-0.118211,-0.116986,-0.114245,-0.114527,-0.115224,-0.115083
-0.117846,-0.117628,-0.117441,-0.117273,-0.114458,-0.11499,-0.11417,-0.113876
-0.117689,-0.118051,-0.117874,-0.117358,-0.114246,-0.113505,-0.114416,-0.113314
-0.118238,-0.117725,-0.117853,-0.118128,-0.115606,-0.115626,-0.115065,-0.11483
-0.117368,-0.117265,-0.116916,-0.116454,-0.114085,-0.114528,-0.113644,-0.113764
-0.117382,-0.116704,-0.11669,-0.116688,-0.112764,-0.11348,-0.113972,-0.114113
-0.118335,-0.11716,-0.118172,-0.118353,-0.11423,-0.11383,-0.114698,-0.114697
-0.116977,-0.115695,-0.11667,-0.116471,-0.113346,-0.112913,-0.114547,-0.113659
-0.11729,-0.116042,-0.116922,-0.117296,-0.114734,-0.114187,-0.114407,-0.11419
-0.118287,-0.118188,-0.118198,-0.118554,-0.114348,-0.115293,-0.115336,-0.115204
-0.117269,-0.116504,-0.117913,-0.117576,-0.114452,-0.112867,-0.113544,-0.11444
-0.117531,-0.116638,-0.117361,-0.117486,-0.1143,-0.114267,-0.114509,-0.114477
-0.11839,-0.118724,-0.118029,-0.118304,-0.11605,-0.115824,-0.114994,-0.113915
-0.117817,-0.117191,-0.117313,-0.117732,-0.114154,-0.113661,-0.114176,-0.114597
-0.117281,-0.117939,-0.118244,-0.117663,-0.114139,-0.114185,-0.113535,-0.113592
-0.117997,-0.117576,-0.117291,-0.11804,-0.115123,-0.11584,-0.114952,-0.114956
-0.117772,-0.117151,-0.116738,-0.116078,-0.113802,-0.114585,-0.114387,-0.113402
-0.117419,-0.117621,-0.117047,-0.116996,-0.11387,-0.113656,-0.114167,-0.114087
-0.117572,-0.117496,-0.118162,-0.117719,-0.113904,-0.114157,-0.114892,-0.114792
-0.117699,-0.117707,-0.117207,-0.11617,-0.112825,-0.114287,-0.113959,-0.11414
-0.116563,-0.116719,-0.116431,-0.116423,-0.114368,-0.113735,-0.114142,-0.114312
-0.1181,-0.117762,-0.117772,-0.11783,-0.114711,-0.114699,-0.114759,-0.114152
-0.117736,-0.117058,-0.116542,-0.11702,-0.112725,-0.113064,-0.114154,-0.112835
-0.117428,-0.117031,-0.11705,-0.117056,-0.115211,-0.114777,-0.114391,-0.113667
-0.11772,-0.116948,-0.118726,-0.118535,-0.114775,-0.115485,-0.115177,-0.114922
-0.116744,-0.116225,-0.1168,-0.116007,-0.114603,-0.113152,-0.114168,-0.113776
-0.117131,-0.116581,-0.116197,-0.116159,-0.113875,-0.113578,-0.114368,-0.114008
-0.117802,-0.117141,-0.117678,-0.117112,-0.114957,-0.114967,-0.115528,-0.115302
-0.116496,-0.117162,-0.116618,-0.116785,-0.113789,-0.114757,-0.113747,-0.113905
-0.117163,-0.116368,-0.116859,-0.117492,-0.114428,-0.11262,-0.114254,-0.115469
-0.118073,-0.118012,-0.118579,-0.117797,-0.115217,-0.114536,-0.115034,-0.115604
-0.116842,-0.117417,-0.116702,-0.11647,-0.113894,-0.114463,-0.114399,-0.113585
-0.117546,-0.11713,-0.117521,-0.11679,-0.113977,-0.114431,-0.114081,-0.114156
-0.118236,-0.118501,-0.117986,-0.117605,-0.114026,-0.114451,-0.114959,-0.115366
-0.117418,-0.116415,-0.116835,-0.116845,-0.114269,-0.113858,-0.114171,-0.111786
-0.117493,-0.118228,-0.117789,-0.11632,-0.113836,-0.113911,-0.11422,-0.11559
-0.117357,-0.11699,-0.117402,-0.117433,-0.114502,-0.11482,-0.114874,-0.118835
-0.116768,-0.117072,-0.117348,-0.116323,-0.114412,-0.114412,-0.114348,-0.106138
-0.117602,-0.117637,-0.116519,-0.116994,-0.114083,-0.114482,-0.114167,-0.1075
-0.117971,-0.117606,-0.117886,-0.117707,-0.114519,-0.114972,-0.115194,-0.111579
-0.117357,-0.117758,-0.117473,-0.116922,-0.114638,-0.114043,-0.114332,-0.105115
-0.117669,-0.116728,-0.117359,-0.117161,-0.114432,-0.113655,-0.114115,-0.099293
-0.118343,-0.117376,-0.118293,-0.117866,-0.114941,-0.115399,-0.115386,-0.115876
-0.117477,-0.117061,-0.116673,-0.116261,-0.113937,-0.113981,-0.113418,-0.111982
-0.117068,-0.116281,-0.116635,-0.116527,-0.114003,-0.114213,-0.114319,-0.098273
-0.118241,-0.118415,-0.116948,-0.117701,-0.1147,-0.115464,-0.11478,-0.114427
-0.117655,-0.116695,-0.11698,-0.117303,-0.115237,-0.115096,-0.114283,-0.10881
-0.117102,-0.116341,-0.116502,-0.116729,-0.114646,-0.114693,-0.113979,-0.113367
-0.116628,-0.11556,-0.116547,-0.115424,-0.11352,-0.112619,-0.113546,-0.114431
-0.116898,-0.116992,-0.116932,-0.116737,-0.114203,-0.114097,-0.113676,-0.116838
-0.117676,-0.117048,-0.116495,-0.116412,-0.113696,-0.114599,-0.114176,-0.113336
-0.117103,-0.117137,-0.118691,-0.118064,-0.11512,-0.113908,-0.114825,-0.110685
-0.116458,-0.116884,-0.117071,-0.116639,-0.114203,-0.11396,-0.114373,-0.115909
-0.118509,-0.118213,-0.116679,-0.116878,-0.114242,-0.114452,-0.114388,-0.116811
-0.11956,-0.118522,-0.117955,-0.117296,-0.114312,-0.114478,-0.114516,-0.115556
-0.117132,-0.116776,-0.116535,-0.116805,-0.114918,-0.114427,-0.113532,-0.114484
-0.11603,-0.115678,-0.116642,-0.116477,-0.113007,-0.112692,-0.113874,-0.111021
-0.118797,-0.118422,-0.11896,-0.11774,-0.115623,-0.115854,-0.115143,-0.126053
-0.117327,-0.116261,-0.117011,-0.116755,-0.113959,-0.115019,-0.114302,-0.112472
-0.118108,-0.116994,-0.117114,-0.117079,-0.114183,-0.113275,-0.114774,-0.114589
-0.117706,-0.11702,-0.117108,-0.117084,-0.115101,-0.114791,-0.114506,-0.120987
-0.1176,-0.11696,-0.11653,-0.116274,-0.114575,-0.113364,-0.113987,-0.113153
-0.117502,-0.116739,-0.116714,-0.116978,-0.114194,-0.113456,-0.114031,-0.122582
-0.118174,-0.117469,-0.118211,-0.117273,-0.115893,-0.115375,-0.115388,-0.137316
-0.118292,-0.117103,-0.117182,-0.116053,-0.114425,-0.114032,-0.114144,-0.116991
-0.116092,-0.115999,-0.116542,-0.116681,-0.114331,-0.112774,-0.11352,-0.111951
-0.118621,-0.118975,-0.117613,-0.117907,-0.115283,-0.114989,-0.115255,-0.11357
-0.116641,-0.115887,-0.116882,-0.117046,-0.113998,-0.114005,-0.114939,-0.115024
-0.117426,-0.116717,-0.117058,-0.116837,-0.114559,-0.113633,-0.114202,-0.115684
-0.118174,-0.118231,-0.118991,-0.117695,-0.115161,-0.115317,-0.115023,-0.116786
-0.116967,-0.117911,-0.116194,-0.116286,-0.113744,-0.11426,-0.113869,-0.112928
